Age;Sex;ID;Race;Country;Education;Education-Num;Marital Status;Relationship
20; Male;809406495; White; United-States; Some-college;10.0; Separated; Not-in-family
26; Female;887925076; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
48; Female;366110801; White; United-States; 12th;8.0; Widowed; Unmarried
39; Male;909386540; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
21; Female;89750036; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
22; Female;322028068; White; Germany; HS-grad;9.0; Never-married; Other-relative
34; Female;170530644; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
33; Male;54243746; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
46; Male;1027549645; White; Guatemala; 9th;5.0; Married-civ-spouse; Husband
47; Male;384388313; White; United-States; 11th;7.0; Married-civ-spouse; Husband
65; Male;1373053649; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
23; Male;1424675109; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
28; Female;1418546386; White; United-States; Some-college;10.0; Never-married; Not-in-family
34; Male;964957132; White; United-States; HS-grad;9.0; Divorced; Not-in-family
20; Male;1094029543; White; United-States; Some-college;10.0; Never-married; Not-in-family
28; Male;1199657826; White; United-States; 11th;7.0; Never-married; Not-in-family
52; Male;1374598956; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
40; Female;232070794; Asian-Pac-Islander; China; Masters;14.0; Married-civ-spouse; Wife
22; Female;19828529; White; United-States; Bachelors;13.0; Never-married; Own-child
29; Male;454923245; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
31; Male;452844363; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
42; Male;520479953; White; United-States; Masters;14.0; Married-civ-spouse; Husband
38; Female;326619155; Black; United-States; HS-grad;9.0; Never-married; Unmarried
22; Male;1291068577; White; United-States; 11th;7.0; Married-civ-spouse; Husband
21; Male;860007363; White; United-States; Some-college;10.0; Never-married; Own-child
43; Male;741876104; White; Mexico; 9th;5.0; Married-civ-spouse; Husband
43; Male;13799875; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Male;1099433650; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
17; Male;744606478; Black; United-States; 10th;6.0; Never-married; Own-child
54; Male;547585546; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
45; Female;377956022; White; United-States; HS-grad;9.0; Divorced; Unmarried
55; Male;341812740; White; United-States; 10th;6.0; Married-civ-spouse; Husband
51; Male;932427029; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
65; Male;688207260; White; United-States; 10th;6.0; Divorced; Unmarried
21; Female;682921403; Asian-Pac-Islander; United-States; Bachelors;13.0; Never-married; Own-child
40; Female;1236542579; Black; United-States; HS-grad;9.0; Widowed; Unmarried
58; Female;1060726630; Black; United-States; Some-college;10.0; Never-married; Not-in-family
53; Female;86937014; White; United-States; HS-grad;9.0; Widowed; Not-in-family
39; Male;780127202; White; United-States; Masters;14.0; Married-civ-spouse; Husband
56; Male;685892517; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
37; Male;296501014; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
44; Male;192610375; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
49; Male;662846454; White; United-States; 9th;5.0; Separated; Own-child
36; Male;1196173604; Asian-Pac-Islander; United-States; Some-college;10.0; Married-civ-spouse; Husband
59; Male;537877975; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Female;999381472; White; United-States; HS-grad;9.0; Divorced; Own-child
36; Male;270308339; White; United-States; Prof-school;15.0; Never-married; Not-in-family
26; Female;1143861868; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
22; Female;914580443; White; United-States; 10th;6.0; Never-married; Not-in-family
25; Male;551687477; White; United-States; Masters;14.0; Never-married; Own-child
28; Female;1425819882; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
41; Female;1128241988; White; United-States; Assoc-acdm;12.0; Divorced; Unmarried
45; Male;496265726; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
43; Male;1094334814; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
30; Male;144511105; Black; United-States; 9th;5.0; Never-married; Unmarried
33; Male;367566521; White; United-States; HS-grad;9.0; Married-spouse-absent; Unmarried
34; Male;940829210; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
21; Male;1176289575; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
31; Male;719549660; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
48; Male;1186354380; White; United-States; 5th-6th;3.0; Married-civ-spouse; Husband
22; Female;1289759699; White; United-States; Some-college;10.0; Never-married; Own-child
47; Female;1249698552; White; United-States; Some-college;10.0; Divorced; Unmarried
27; Female;1096284655; Asian-Pac-Islander; Philippines; Bachelors;13.0; Never-married; Not-in-family
18; Male;141580123; White; United-States; 11th;7.0; Never-married; Not-in-family
43; Male;352063057; White; United-States; Masters;14.0; Married-civ-spouse; Husband
36; Female;1210632574; White; United-States; Some-college;10.0; Widowed; Not-in-family
37; Male;148694039; White; United-States; HS-grad;9.0; Divorced; Not-in-family
24; Male;837979706; White; United-States; Assoc-voc;11.0; Never-married; Own-child
24; Male;1065087191; White; United-States; HS-grad;9.0; Never-married; Not-in-family
38; Male;275187069; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
48; Male;550167625; Black; United-States; Bachelors;13.0; Married-civ-spouse; Husband
75; Female;843465584; Black; United-States; 1st-4th;2.0; Married-civ-spouse; Other-relative
43; Male;778961139; White; United-States; Bachelors;13.0; Divorced; Not-in-family
64; Female;670790429; White; United-States; Bachelors;13.0; Divorced; Not-in-family
67; Male;172575548; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
36; Female;142138205; White; United-States; HS-grad;9.0; Divorced; Not-in-family
53; Male;192824328; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Male;611367983; Black; United-States; Some-college;10.0; Never-married; Not-in-family
73; Female;769239158; White; United-States; HS-grad;9.0; Never-married; Not-in-family
46; Female;747515901; White; United-States; HS-grad;9.0; Divorced; Not-in-family
45; Male;744829102; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
43; Male;275048295; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
20; Male;899787038; Black; United-States; HS-grad;9.0; Never-married; Own-child
43; Male;145396726; Asian-Pac-Islander; United-States; Some-college;10.0; Divorced; Not-in-family
21; Male;129305610; Black; ?; 12th;8.0; Never-married; Other-relative
40; Female;761704097; Black; United-States; HS-grad;9.0; Separated; Unmarried
36; Male;1350586379; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
64; Male;92012498; White; United-States; Bachelors;13.0; Divorced; Not-in-family
19; Female;459779408; White; United-States; Some-college;10.0; Never-married; Own-child
46; Male;1366275931; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
46; Female;1241894928; White; United-States; Masters;14.0; Divorced; Unmarried
41; Female;900727956; White; United-States; Bachelors;13.0; Never-married; Not-in-family
29; Female;1400785269; White; United-States; Some-college;10.0; Divorced; Unmarried
28; Female;1163373878; White; United-States; Some-college;10.0; Never-married; Other-relative
23; Male;1008961277; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
30; Female;525648664; White; United-States; Bachelors;13.0; Never-married; Not-in-family
44; Female;1135846748; White; Cuba; Bachelors;13.0; Married-spouse-absent; Not-in-family
27; Male;686741084; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
25; Female;436017210; White; United-States; HS-grad;9.0; Never-married; Unmarried
29; Male;1144502756; White; United-States; 10th;6.0; Married-civ-spouse; Husband
54; Male;1425551553; White; Poland; HS-grad;9.0; Married-civ-spouse; Husband
27; Male;1364479324; White; United-States; Bachelors;13.0; Never-married; Not-in-family
34; Male;293458517; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
38; Male;598464696; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
24; Female;13208682; Amer-Indian-Eskimo; United-States; HS-grad;9.0; Never-married; Other-relative
56; Female;458287806; White; United-States; Masters;14.0; Married-civ-spouse; Wife
35; Male;759215810; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
23; Female;865060524; Amer-Indian-Eskimo; United-States; Assoc-voc;11.0; Never-married; Not-in-family
23; Male;370213030; White; United-States; Some-college;10.0; Never-married; Not-in-family
19; Female;472853034; Black; United-States; Some-college;10.0; Never-married; Own-child
42; Male;1337717708; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
46; Male;556458254; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
48; Female;47152968; Asian-Pac-Islander; ?; HS-grad;9.0; Divorced; Unmarried
27; Male;832719020; White; Puerto-Rico; HS-grad;9.0; Never-married; Not-in-family
22; Male;731601612; White; United-States; Assoc-acdm;12.0; Never-married; Other-relative
49; Male;547817971; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
23; Male;1170739069; White; United-States; Some-college;10.0; Never-married; Own-child
24; Male;428124483; White; United-States; HS-grad;9.0; Never-married; Own-child
34; Male;633725661; Asian-Pac-Islander; China; HS-grad;9.0; Never-married; Own-child
25; Male;28276101; White; United-States; HS-grad;9.0; Never-married; Own-child
33; Male;873810332; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Female;653066174; White; United-States; Assoc-acdm;12.0; Never-married; Own-child
54; Female;773795185; White; United-States; HS-grad;9.0; Never-married; Not-in-family
39; Female;1278752052; White; United-States; Masters;14.0; Never-married; Not-in-family
25; Female;477169231; White; United-States; Bachelors;13.0; Never-married; Not-in-family
75; Male;176468698; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
28; Male;484092541; Black; United-States; HS-grad;9.0; Never-married; Other-relative
50; Female;718603151; White; United-States; Bachelors;13.0; Divorced; Not-in-family
62; Male;504462591; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
40; Male;553173804; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
58; Female;1328703505; White; United-States; Bachelors;13.0; Never-married; Not-in-family
24; Female;155393827; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
21; Female;1133904150; White; United-States; HS-grad;9.0; Never-married; Other-relative
40; Male;548258692; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
45; Male;923107744; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
48; Male;111621722; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;658203602; White; United-States; HS-grad;9.0; Never-married; Not-in-family
23; Female;134468443; Other; Guatemala; HS-grad;9.0; Never-married; Unmarried
43; Female;1332024412; White; United-States; Masters;14.0; Never-married; Not-in-family
42; Male;921618066; White; United-States; Some-college;10.0; Never-married; Not-in-family
39; Male;1175646876; White; Japan; Bachelors;13.0; Married-civ-spouse; Husband
52; Male;740981337; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Female;372949729; White; United-States; Some-college;10.0; Never-married; Not-in-family
56; Female;1137509509; White; United-States; Bachelors;13.0; Never-married; Not-in-family
48; Female;114591061; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
37; Female;623655326; Asian-Pac-Islander; South; HS-grad;9.0; Divorced; Not-in-family
25; Male;640481359; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
40; Male;462749932; White; United-States; Bachelors;13.0; Married-civ-spouse; Own-child
34; Male;988028443; Black; United-States; 11th;7.0; Never-married; Own-child
52; Male;682470562; White; United-States; HS-grad;9.0; Divorced; Not-in-family
41; Male;1401987975; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
36; Male;1043963593; White; United-States; HS-grad;9.0; Never-married; Not-in-family
21; Male;843289416; White; United-States; Assoc-voc;11.0; Never-married; Own-child
28; Female;1763844; White; United-States; Bachelors;13.0; Never-married; Not-in-family
31; Male;402660900; White; ?; Bachelors;13.0; Married-civ-spouse; Husband
20; Male;289284566; White; England; Some-college;10.0; Never-married; Own-child
68; Male;67236743; White; Italy; HS-grad;9.0; Married-civ-spouse; Husband
35; Male;389213279; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
32; Male;968918199; Black; United-States; HS-grad;9.0; Never-married; Own-child
64; Male;689314068; White; United-States; Masters;14.0; Married-civ-spouse; Husband
17; Female;434028389; White; United-States; 10th;6.0; Never-married; Own-child
25; Male;526559474; White; United-States; Bachelors;13.0; Never-married; Not-in-family
74; Female;741528257; White; United-States; HS-grad;9.0; Widowed; Not-in-family
31; Male;148640706; White; Columbia; Assoc-voc;11.0; Married-civ-spouse; Husband
51; Male;519077879; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
67; Male;1178482964; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
42; Male;603222318; White; United-States; HS-grad;9.0; Never-married; Not-in-family
29; Male;38950235; White; United-States; HS-grad;9.0; Never-married; Not-in-family
31; Male;987264983; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Male;905718542; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
67; Male;363490719; White; United-States; 10th;6.0; Married-civ-spouse; Husband
41; Male;1168371835; White; United-States; HS-grad;9.0; Divorced; Not-in-family
27; Female;1064655873; White; United-States; Bachelors;13.0; Never-married; Not-in-family
51; Male;922406983; White; United-States; 12th;8.0; Divorced; Unmarried
21; Female;203919249; White; United-States; 11th;7.0; Married-civ-spouse; Wife
28; Male;1359895801; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Male;1243018747; White; United-States; Some-college;10.0; Never-married; Own-child
28; Male;1383502749; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
29; Male;1368983337; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Male;1170040539; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
21; Male;401354604; White; Columbia; Bachelors;13.0; Never-married; Not-in-family
43; Male;1041222365; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Husband
44; Male;659587919; White; United-States; HS-grad;9.0; Never-married; Not-in-family
28; Male;247081746; White; United-States; 11th;7.0; Married-civ-spouse; Husband
31; Male;235724346; White; United-States; 9th;5.0; Never-married; Not-in-family
18; Male;50049739; White; United-States; HS-grad;9.0; Never-married; Own-child
27; Female;561866926; Amer-Indian-Eskimo; United-States; Some-college;10.0; Married-civ-spouse; Wife
34; Male;759220996; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
25; Male;312495602; White; United-States; HS-grad;9.0; Never-married; Not-in-family
34; Male;804914896; White; England; Bachelors;13.0; Married-civ-spouse; Husband
43; Male;6262427; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
40; Male;721117570; White; United-States; Masters;14.0; Married-civ-spouse; Husband
21; Female;25894917; Black; United-States; HS-grad;9.0; Never-married; Unmarried
25; Female;1399858401; White; United-States; Some-college;10.0; Divorced; Unmarried
21; Female;1154756067; White; United-States; HS-grad;9.0; Never-married; Not-in-family
19; Male;322678023; White; United-States; Some-college;10.0; Never-married; Own-child
49; Male;260017842; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
20; Male;998639424; White; United-States; Some-college;10.0; Never-married; Own-child
36; Male;978456158; White; United-States; 11th;7.0; Married-civ-spouse; Husband
32; Female;1075171389; Black; United-States; Some-college;10.0; Separated; Unmarried
23; Male;830640265; White; United-States; Some-college;10.0; Never-married; Own-child
21; Male;466486475; White; United-States; Some-college;10.0; Never-married; Own-child
25; Male;54865239; White; United-States; Bachelors;13.0; Never-married; Own-child
26; Male;1045152332; White; ?; 5th-6th;3.0; Never-married; Not-in-family
24; Female;30139626; White; United-States; Bachelors;13.0; Never-married; Own-child
22; Female;53710295; White; United-States; Some-college;10.0; Never-married; Unmarried
26; Female;717044865; White; Mexico; HS-grad;9.0; Married-civ-spouse; Wife
22; Male;697344315; White; Guatemala; 9th;5.0; Never-married; Unmarried
41; Male;773602520; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
18; Female;1418672789; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
24; Male;834322802; White; United-States; Bachelors;13.0; Never-married; Own-child
38; Male;840723480; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
36; Female;548009335; White; United-States; Bachelors;13.0; Never-married; Not-in-family
45; Female;921543847; White; United-States; Masters;14.0; Divorced; Own-child
38; Male;940360554; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
38; Male;989817382; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;996541214; White; United-States; HS-grad;9.0; Never-married; Not-in-family
53; Male;373079670; Black; United-States; Assoc-acdm;12.0; Never-married; Not-in-family
32; Female;37392431; White; United-States; Assoc-voc;11.0; Married-civ-spouse; Wife
17; Female;982332602; Black; United-States; 11th;7.0; Never-married; Own-child
45; Male;49546659; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
31; Male;62338123; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
47; Male;478893942; White; United-States; Doctorate;16.0; Married-civ-spouse; Husband
27; Male;116198016; White; United-States; HS-grad;9.0; Never-married; Not-in-family
61; Female;151857544; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
33; Male;1283520195; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
67; Female;1017017434; White; United-States; HS-grad;9.0; Separated; Other-relative
38; Male;1364442324; White; United-States; Bachelors;13.0; Separated; Not-in-family
25; Female;1424245721; White; United-States; HS-grad;9.0; Divorced; Unmarried
33; Female;40809007; Other; El-Salvador; 5th-6th;3.0; Never-married; Unmarried
27; Female;479506142; White; United-States; HS-grad;9.0; Married-civ-spouse; Wife
45; Male;1218037203; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
24; Female;1133887639; Asian-Pac-Islander; Taiwan; Bachelors;13.0; Never-married; Other-relative
23; Male;604590420; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
48; Female;325318061; White; United-States; Some-college;10.0; Divorced; Unmarried
61; Male;179735977; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Female;729922517; White; United-States; HS-grad;9.0; Never-married; Own-child
34; Female;400460288; White; United-States; Assoc-voc;11.0; Divorced; Unmarried
32; Male;889408151; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
35; Female;300791320; White; United-States; Some-college;10.0; Divorced; Not-in-family
36; Male;772785802; White; United-States; 10th;6.0; Never-married; Not-in-family
24; Male;853542786; White; United-States; HS-grad;9.0; Never-married; Unmarried
60; Male;1318994387; White; United-States; 9th;5.0; Married-civ-spouse; Husband
28; Female;1054148980; White; United-States; Bachelors;13.0; Never-married; Not-in-family
64; Male;266152478; White; United-States; HS-grad;9.0; Divorced; Unmarried
22; Female;434054723; White; United-States; HS-grad;9.0; Never-married; Unmarried
27; Female;52704779; White; England; 5th-6th;3.0; Never-married; Not-in-family
36; Male;395702361; White; United-States; Some-college;10.0; Divorced; Not-in-family
27; Female;546983325; Black; United-States; HS-grad;9.0; Never-married; Unmarried
52; Female;334983837; White; United-States; Some-college;10.0; Widowed; Not-in-family
57; Male;1103674013; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
23; Male;728697384; Asian-Pac-Islander; Vietnam; Some-college;10.0; Never-married; Not-in-family
29; Male;793833231; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
34; Male;596587815; Black; United-States; HS-grad;9.0; Never-married; Not-in-family
38; Female;503747364; Black; United-States; HS-grad;9.0; Never-married; Unmarried
50; Male;982207050; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
50; Male;556475069; White; United-States; 11th;7.0; Married-civ-spouse; Husband
51; Female;391984169; White; United-States; Bachelors;13.0; Married-civ-spouse; Wife
17; Male;1015010599; White; United-States; 10th;6.0; Never-married; Own-child
25; Female;444938385; White; Mexico; 11th;7.0; Married-spouse-absent; Not-in-family
19; Male;1300410620; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
43; Male;882852736; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
59; Male;434023070; White; United-States; Some-college;10.0; Separated; Not-in-family
39; Male;929413779; White; United-States; Masters;14.0; Never-married; Not-in-family
18; Male;545441312; White; Mexico; 9th;5.0; Never-married; Own-child
27; Female;1271214695; White; United-States; Masters;14.0; Never-married; Own-child
39; Male;735947164; White; United-States; Assoc-voc;11.0; Never-married; Not-in-family
44; Male;1072218851; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
19; Female;576784504; White; United-States; HS-grad;9.0; Never-married; Other-relative
32; Male;2735374; White; United-States; HS-grad;9.0; Never-married; Own-child
48; Male;479735704; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
46; Male;365362584; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
65; Female;711695732; White; United-States; 11th;7.0; Widowed; Other-relative
57; Male;652130567; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
48; Female;968093725; Black; Haiti; HS-grad;9.0; Never-married; Unmarried
46; Male;266703083; Asian-Pac-Islander; China; 7th-8th;4.0; Married-civ-spouse; Husband
27; Male;1003116941; White; United-States; 10th;6.0; Married-civ-spouse; Husband
29; Male;435774960; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
21; Female;1036495905; Black; United-States; HS-grad;9.0; Never-married; Unmarried
20; Female;802155582; White; United-States; Some-college;10.0; Never-married; Own-child
51; Male;746874341; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
35; Male;951344439; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
29; Male;1011542795; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
30; Male;1085086982; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
65; Female;274226889; White; United-States; HS-grad;9.0; Widowed; Not-in-family
20; Female;1157625609; White; United-States; HS-grad;9.0; Married-spouse-absent; Not-in-family
47; Male;397496064; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
41; Male;526679827; White; Japan; HS-grad;9.0; Divorced; Unmarried
17; Female;453835468; White; United-States; 9th;5.0; Never-married; Own-child
38; Male;1307349225; White; Mexico; 5th-6th;3.0; Married-civ-spouse; Other-relative
38; Male;818922548; White; United-States; Masters;14.0; Married-civ-spouse; Husband
39; Female;771647365; White; United-States; HS-grad;9.0; Never-married; Other-relative
24; Female;534113255; White; United-States; HS-grad;9.0; Separated; Not-in-family
52; Male;1097751039; White; United-States; 10th;6.0; Married-civ-spouse; Husband
46; Male;599901914; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
22; Female;860751520; White; United-States; Bachelors;13.0; Never-married; Not-in-family
56; Male;138350185; White; United-States; Masters;14.0; Never-married; Not-in-family
37; Female;331406638; Black; United-States; 11th;7.0; Divorced; Unmarried
59; Male;411510085; White; United-States; Bachelors;13.0; Divorced; Not-in-family
19; Male;510617098; White; United-States; 11th;7.0; Married-civ-spouse; Own-child
31; Male;686967363; Other; United-States; 9th;5.0; Never-married; Not-in-family
22; Male;1355617415; Asian-Pac-Islander; Philippines; Some-college;10.0; Never-married; Not-in-family
48; Female;417778612; White; United-States; Doctorate;16.0; Never-married; Unmarried
63; Male;179715979; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Male;1409281750; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
53; Male;888522098; White; United-States; HS-grad;9.0; Never-married; Not-in-family
38; Male;264648483; White; ?; Assoc-voc;11.0; Married-civ-spouse; Husband
39; Male;1253894652; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Husband
59; Male;1164562265; White; United-States; Prof-school;15.0; Married-spouse-absent; Unmarried
45; Male;623875649; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
39; Female;190599568; White; United-States; Some-college;10.0; Divorced; Not-in-family
60; Female;888242899; White; United-States; HS-grad;9.0; Widowed; Not-in-family
38; Female;1417119841; White; United-States; Bachelors;13.0; Divorced; Unmarried
31; Male;684899785; White; United-States; HS-grad;9.0; Divorced; Not-in-family
61; Male;850690504; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
66; Male;190855854; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
26; Male;109538579; Asian-Pac-Islander; South; Bachelors;13.0; Never-married; Not-in-family
60; Male;979141965; White; United-States; Prof-school;15.0; Married-civ-spouse; Husband
68; Female;374038502; White; United-States; 7th-8th;4.0; Widowed; Not-in-family
32; Male;1290821814; White; United-States; Some-college;10.0; Divorced; Other-relative
25; Female;49971292; White; United-States; Bachelors;13.0; Never-married; Not-in-family
43; Male;194902712; White; ?; HS-grad;9.0; Married-civ-spouse; Husband
26; Male;1183448969; White; United-States; Bachelors;13.0; Never-married; Own-child
55; Male;1065384885; White; United-States; Masters;14.0; Married-civ-spouse; Husband
66; Female;726422986; White; United-States; 10th;6.0; Widowed; Not-in-family
31; Male;1408249861; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
35; Male;614903785; Asian-Pac-Islander; ?; 5th-6th;3.0; Married-civ-spouse; Husband
58; Male;1390897318; White; United-States; Prof-school;15.0; Never-married; Not-in-family
56; Male;772161337; White; ?; Masters;14.0; Married-civ-spouse; Husband
22; Male;197077350; White; United-States; Some-college;10.0; Never-married; Own-child
46; Male;152104269; Black; United-States; Bachelors;13.0; Married-civ-spouse; Husband
33; Female;1106660464; White; United-States; Some-college;10.0; Married-civ-spouse; Wife
26; Male;1436725857; White; United-States; Masters;14.0; Married-civ-spouse; Husband
42; Male;1252023211; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
45; Female;597479045; White; United-States; HS-grad;9.0; Never-married; Own-child
43; Female;26446468; Other; Puerto-Rico; Some-college;10.0; Married-civ-spouse; Wife
19; Male;749024183; White; ?; 11th;7.0; Never-married; Own-child
27; Female;1227369658; White; United-States; Bachelors;13.0; Never-married; Own-child
51; Male;995697037; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
42; Male;602554521; White; United-States; HS-grad;9.0; Never-married; Own-child
43; Male;19176816; White; Mexico; Some-college;10.0; Married-civ-spouse; Husband
38; Male;314080918; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
44; Female;890382044; White; United-States; HS-grad;9.0; Divorced; Unmarried
36; Male;912210151; White; United-States; HS-grad;9.0; Married-civ-spouse; Husband
37; Female;1047807218; Asian-Pac-Islander; Philippines; HS-grad;9.0; Married-civ-spouse; Wife
29; Male;720359285; White; United-States; Bachelors;13.0; Never-married; Not-in-family
53; Female;942555543; White; United-States; HS-grad;9.0; Divorced; Not-in-family
42; Male;342555290; White; Poland; Bachelors;13.0; Married-spouse-absent; Not-in-family
80; Female;1028786646; White; United-States; Some-college;10.0; Widowed; Not-in-family
61; Male;725422941; White; United-States; 11th;7.0; Married-civ-spouse; Husband
55; Male;849840131; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
20; Female;148089329; White; United-States; Some-college;10.0; Never-married; Own-child
23; Male;852967504; White; United-States; HS-grad;9.0; Never-married; Unmarried
48; Male;298079378; White; United-States; Some-college;10.0; Married-civ-spouse; Husband
24; Female;877099423; White; United-States; Bachelors;13.0; Never-married; Own-child
71; Male;498943083; Black; United-States; HS-grad;9.0; Married-civ-spouse; Husband
49; Female;448998932; White; United-States; 11th;7.0; Married-civ-spouse; Wife
39; Male;1277264639; White; United-States; HS-grad;9.0; Never-married; Not-in-family
22; Female;132194809; White; United-States; Bachelors;13.0; Never-married; Own-child
67; Female;1317931124; White; United-States; Bachelors;13.0; Widowed; Not-in-family
18; Female;1224562265; White; United-States; HS-grad;9.0; Never-married; Own-child
38; Male;1419819424; White; United-States; Bachelors;13.0; Married-civ-spouse; Husband
38; Male;301350163; White; United-States; 7th-8th;4.0; Married-civ-spouse; Husband
50; Female;618807347; White; United-States; HS-grad;9.0; Divorced; Not-in-family
56; Female;844332616; White; United-States; Assoc-acdm;12.0; Married-civ-spouse; Wife
23; Female;516104168; White; United-States; Some-college;10.0; Never-married; Not-in-family
