,Clothing ID,Age,Title,Rating,Division Name
5217,1033,31,Great corduroy by pilcro,satisfied,General Petite
5218,866,32,Really comfortable and cute - extremely soft fabri,very satisfied,General
5219,1033,36,Great pants,very satisfied,General Petite
5220,1094,25,Adorable easy dress,very satisfied,General Petite
5221,1099,62,I don't get it...,neutral,General
5222,1033,66,Favorite purchase this year,very satisfied,General Petite
5223,1094,45,It won't fit over the chest,very unsatisfied,General Petite
5224,1033,52,Beautiful color,very satisfied,General Petite
5225,1094,37,Perfect comfy little dress,very satisfied,General Petite
5226,1033,40,Super cute!,very satisfied,General Petite
5227,1033,55,Great cords,satisfied,General Petite
5228,1094,41,Retro-mod yum,very satisfied,General Petite
5229,1033,43,Pretty color,very satisfied,General Petite
5230,1094,28,Not for my body type,neutral,General Petite
5231,1033,57,Cute pants,very satisfied,General Petite
5232,871,67,Not best quality but really cute,satisfied,General
5233,871,37,Great summer piece,very satisfied,General
5234,1094,45,,unsatisfied,General Petite
5235,871,53,"Love the color & style, but....",neutral,General
5236,861,53,Quality doesn't match the price,neutral,General
5237,1099,64,Beautiful lines,very satisfied,General
5238,1033,41,,very satisfied,General Petite
5239,1094,39,High quality but too big,unsatisfied,General
5240,1094,25,Beautiful design,neutral,General
5241,871,29,,unsatisfied,General
5242,992,41,,satisfied,General
5243,1033,37,Love these,very satisfied,General
5244,871,37,Ivory is almost completely see-through,neutral,General
5245,1035,57,Soft and retro,very satisfied,General
5246,1035,35,"Nice jeans, wish they had belt loops!",neutral,General
5247,871,28,Great concept poor quality,very unsatisfied,General
5248,896,41,,very satisfied,General
5249,1094,32,This will be a summer staple!,very satisfied,General
5250,1033,45,Surprise winner,satisfied,General
5251,871,53,Love!,very satisfied,General
5252,871,41,Great shirt!,satisfied,General
5253,862,29,Ahhhhmazing!!,very satisfied,General
5254,1094,35,Carefree cute!,very satisfied,General
5255,862,30,Super cute!,very satisfied,General
5256,871,31,Unique and casual winner,very satisfied,General
5257,1033,50,,very satisfied,General
5258,1035,39,Nice color!!,satisfied,General
5259,1033,37,"Finally, flattering cords!",very satisfied,General
5260,871,34,Great summer top,very satisfied,General
5261,1033,34,Like a hug for your lower half!,very satisfied,General
5262,1033,56,,very satisfied,General
5263,1035,37,,very satisfied,General
5264,1033,39,Hard fit,neutral,General
5265,908,34,Comfortable and classy,very satisfied,General Petite
5266,1033,34,Great pants,very satisfied,General
5267,1035,36,Love them,very satisfied,General
5268,867,36,Great casual top,very satisfied,General Petite
5269,895,44,Big but so good.,very satisfied,General
5270,404,35,Flattering,very satisfied,Initmates
5271,895,35,Very pretty and comfortable,very satisfied,General
5272,1082,36,Disappointing,neutral,General Petite
5273,895,46,Poncho x3,very satisfied,General
5274,1082,36,Beautiful and comfortable dress,very satisfied,General Petite
5275,1020,43,Not the right fabric,neutral,General
5276,895,38,Wanted to love this...,unsatisfied,General
5277,1078,34,Perfection!,very satisfied,General
5278,1078,31,Detailed and classy,very satisfied,General
5279,1078,56,Gorgeous,very satisfied,General
5280,895,36,,satisfied,General
5281,1078,48,Absolutely gorgeous,very satisfied,General
5282,404,36,Cute suit but order a size (or two!) up!,satisfied,Initmates
5283,944,46,Everyday,very satisfied,General
5284,404,32,Very small leg openings!,satisfied,Initmates
5285,895,37,Not what i'd hoped,unsatisfied,General
5286,895,51,Great poncho,very satisfied,General
5287,867,46,Flattering for xl,very satisfied,General Petite
5288,895,24,So comfy!,very satisfied,General
5289,867,49,Good idea- bad execution,very unsatisfied,General Petite
5290,783,37,Pajama time,very satisfied,Initmates
5291,1020,38,Recommend with reservations,unsatisfied,General
5292,1020,25,Great quality skirt!,satisfied,General
5293,867,70,Comfort & style in one great top!,very satisfied,General Petite
5294,1020,39,Small,neutral,General
5295,867,65,Love it!,very satisfied,General Petite
5296,1083,41,Shirtdress,neutral,General
5297,1020,38,Pretty cute but...,neutral,General Petite
5298,895,22,Perfect for fall and cozy days,very satisfied,General
5299,867,45,,unsatisfied,General Petite
5300,867,29,"Beautiful, easy top",very satisfied,General Petite
5301,1104,48,Must have,very satisfied,General Petite
5302,1020,26,Really disappointed with the quality.,very unsatisfied,General Petite
5303,1083,32,Love it,very satisfied,General
5304,895,65,Beautiful colors,satisfied,General
5305,751,48,So close...,neutral,Initmates
5306,909,66,Underwhelmed,unsatisfied,General
5307,1083,34,,satisfied,General
5308,585,44,Better than expected!,satisfied,Initmates
5309,895,54,Adorable,very satisfied,General
5310,867,34,Another basic top to add to your work wardrobe,satisfied,General Petite
5311,1078,48,Stunning dress,very satisfied,General
5312,895,22,,unsatisfied,General
5313,895,54,Keeper,satisfied,General
5314,1020,32,Cute but runs huge,satisfied,General Petite
5315,895,39,Fabulous fall poncho,very satisfied,General
5316,1020,58,Love this skirt,very satisfied,General Petite
5317,1020,36,Great wardrobe staple,very satisfied,General Petite
5318,895,53,Great top!,very satisfied,General
5319,867,33,Love!,very satisfied,General Petite
5320,1078,29,"Beautiful, but wasn't quite right",satisfied,General
5321,867,41,,very satisfied,General Petite
5322,1011,30,"Cute fit, love the pockets!",satisfied,General Petite
5323,895,62,Gorgeous!,very satisfied,General
5324,895,43,Pancholicious!,satisfied,General
5325,895,46,Nice neutral colors for fall,satisfied,General
5326,1078,23,Maid of honor dress to be...,satisfied,General
5327,1020,44,Nice basic skirt,satisfied,General Petite
5328,895,32,,very satisfied,General
5329,895,54,Retailer clothes,very satisfied,General
5330,1011,54,Dramatic in every way,satisfied,General Petite
5331,1020,45,,very satisfied,General Petite
5332,895,42,Good value,satisfied,General
5333,1082,32,Wanted to love it,unsatisfied,General Petite
5334,272,41,Beautiful,very satisfied,Initmates
5335,1095,40,,very satisfied,General Petite
5336,1058,36,"Weird fit, makes you look like you're on stilts",very unsatisfied,General
5337,1095,37,Pretty!,very satisfied,General Petite
5338,985,53,Instead of denim,very satisfied,General Petite
5339,1094,33,Average,neutral,General Petite
5340,1095,21,Beautiful dress,very satisfied,General Petite
5341,877,63,Love it!,very satisfied,General
5342,828,25,Staple top,very satisfied,General Petite
5343,1095,21,Great dress,very satisfied,General Petite
5344,1095,46,Classic/modern style,very satisfied,General Petite
5345,1095,37,"Great design, sizing tough",satisfied,General Petite
5346,1059,46,Fabulous pants,very satisfied,General
5347,1095,62,Size up for comfort,very satisfied,General Petite
5348,1142,20,Order only if you like super sparkly metallic trim,neutral,General
5349,1059,41,Stretch out,neutral,General
5350,985,33,Perfect!,very satisfied,General Petite
5351,831,38,Lovely top for fuller figures,very satisfied,General Petite
5352,877,75,Perfect western scene,very satisfied,General
5353,1095,23,,satisfied,General Petite
5354,965,41,Wish it worked,neutral,General
5355,840,46,"Scratchy material, plaid doesn't align",very unsatisfied,General
5356,1059,62,Love these pants,very satisfied,General
5357,1095,66,Beautiful fit and excellent quality,very satisfied,General Petite
5358,877,33,Wild wild west,very satisfied,General
5359,1095,31,Classic but unique,very satisfied,General Petite
5360,831,34,,very satisfied,General Petite
5361,985,53,Cute!,satisfied,General Petite
5362,877,22,Darling!,very satisfied,General
5363,1095,48,,very unsatisfied,General Petite
5364,1095,41,Great dress!,very satisfied,General Petite
5365,1094,57,Great versatile dress!,very satisfied,General Petite
5366,877,25,Love love,very satisfied,General
5367,965,47,It's cute,satisfied,General
5368,877,82,Western t,satisfied,General
5369,985,59,,very satisfied,General Petite
5370,877,67,Perfect print tee under denim shirt!,very satisfied,General
5371,1142,83,Omg! gorgeous sweaters!,very satisfied,General
5372,877,35,Love this shirt!,very satisfied,General
5373,1094,36,,very satisfied,General Petite
5374,877,62,Loved the pattern,neutral,General
5375,840,34,Runs big,unsatisfied,General
5376,965,33,Not a jacket.,unsatisfied,General
5377,1059,26,Stretches out majorly,unsatisfied,General
5378,840,73,,unsatisfied,General
5379,985,23,Cute jacket,satisfied,General Petite
5380,877,30,"Cute, unique t shirt. great with jeans!",very satisfied,General
5381,1095,50,Love this dress!,very satisfied,General
5382,985,66,Runs small,neutral,General Petite
5383,877,66,Darling little basic tee,very satisfied,General
5384,985,69,The cutest ever!,very satisfied,General Petite
5385,1005,22,Cute and edgy,very satisfied,General
5386,965,56,,neutral,General
5387,828,22,,very satisfied,General Petite
5388,817,62,,very satisfied,General Petite
5389,831,34,Nellore blouse for the win!,very satisfied,General Petite
5390,1095,33,Size up!,satisfied,General
5391,828,62,Great shirt,very satisfied,General Petite
5392,1094,39,,very satisfied,General Petite
5393,1094,33,Perfect lines,very satisfied,General Petite
5394,1095,29,Great wedding guest dress,very satisfied,General
5395,985,61,Soft and flattering,very satisfied,General Petite
5396,1095,65,Beautiful but the fit is off for me,very satisfied,General
5397,1094,50,Super flattering and comfortable,very satisfied,General
5398,1094,47,"This season's go to black dress, well, one of them",very satisfied,General
5399,877,26,"Brighter & boxier, but still fabulous!",very satisfied,General
5400,877,44,Cute sweatshirt,neutral,General
5401,985,49,It's a keeper,very satisfied,General Petite
5402,817,36,Cute but billowy,satisfied,General Petite
5403,877,59,Yee haw!,very satisfied,General
5404,817,46,"Incredibly soft, great print",very satisfied,General Petite
5405,1094,36,,very satisfied,General
5406,985,43,Great transitional jacket,very satisfied,General Petite
5407,877,22,So cute!,very satisfied,General
5408,840,68,"Runs big, order one size down",satisfied,General
5409,1058,60,"Stylish, but has a few issues",satisfied,General
5410,965,34,Great little light cardigan,satisfied,General
5411,1094,53,Thick and heavy,neutral,General
5412,1059,40,Split it in the butt,unsatisfied,General
5413,1059,44,Great pants but seam issues,satisfied,General
5414,985,39,,satisfied,General Petite
5415,877,54,A keeper!,very satisfied,General
5416,877,50,Fun sweatshirt,satisfied,General
5417,817,78,Buy this top!!!,very satisfied,General Petite
5418,877,62,Fun tee,satisfied,General
5419,985,37,Perfect !,very satisfied,General Petite
5420,877,44,Looking sharp!,very satisfied,General
5421,877,28,Fun t,very satisfied,General
5422,1094,31,Terrible for my body type,neutral,General
5423,831,42,Very pretty!,satisfied,General Petite
5424,877,59,Excessive shrinking,neutral,General
5425,877,29,Pattern different than expected,neutral,General
5426,877,58,Great for fall,very satisfied,General
5427,965,50,Totally adorable,very satisfied,General
5428,877,52,"Fun, soft, light weight",very satisfied,General
5429,877,33,Shirt,satisfied,General
5430,877,62,Out west,very satisfied,General
5431,909,56,Pretty,satisfied,General
5432,939,42,,very satisfied,General
5433,909,40,"Very soft, thin & a bit short for long torso",satisfied,General
5434,1026,54,,very satisfied,General
5435,909,67,Simple yet stunning,very satisfied,General
5436,939,52,Lovely take on the moto jacket.,very satisfied,General
5437,1087,31,Colorful and unique,very satisfied,General
5438,909,65,,very satisfied,General
5439,939,31,Not for the full of chest,satisfied,General
5440,909,31,Beautiful!,very satisfied,General
5441,909,37,Love.it,very satisfied,General
5442,939,28,Hit or miss sizing,neutral,General
5443,909,29,Soft and elegant,very satisfied,General
5444,895,41,,very satisfied,General Petite
5445,909,20,Comfy and cozy but looks good,very satisfied,General
5446,939,31,"Warm, soft and lightweight",very satisfied,General
5447,909,39,Soft and romantic,very satisfied,General
5448,909,37,Soft and versitle,satisfied,General
5449,939,38,Great quality,very satisfied,General
5450,909,46,"Orange color is pretty, quality is poor",unsatisfied,General
5451,909,55,Beautiful soft sweater,very satisfied,General
5452,939,29,Was looking forward to receiving this,neutral,General
5453,1026,56,The best yet?,very satisfied,General
5454,909,41,,very satisfied,General
5455,984,62,Love this jacket!,very satisfied,General Petite
5456,939,37,Flattering structure,very satisfied,General
5457,909,56,Lovely sweater,very satisfied,General
5458,939,46,Great jacket,very satisfied,General
5459,1053,39,My favorite pants in my closet!,very satisfied,General
5460,862,39,Fyi photo of black shirt is misleading,unsatisfied,General
5461,1026,60,Couture cords,very satisfied,General
5462,909,60,,neutral,General
5463,909,55,Beautiful design,satisfied,General
5464,939,31,Super jacket,very satisfied,General
5465,1026,59,,very satisfied,General
5466,939,41,Warm and stylish,very satisfied,General
5467,975,57,"Poorly made, static, and too tight.",very unsatisfied,General Petite
5468,939,32,,very satisfied,General
5469,909,81,"Chic and feminine sweater, i love it!",very satisfied,General
5470,909,43,Soft and flowy,satisfied,General
5471,909,43,"Soft, beautiful sweater!",very satisfied,General
5472,1026,37,Planning on living in these!,very satisfied,General
5473,939,56,Several great points,satisfied,General
5474,939,42,So comfy and stylish,very satisfied,General
5475,909,48,Chiffon knitted blouse is stunning!,very satisfied,General
5476,909,53,Soft feminine top,satisfied,General
5477,909,56,Easy flattery,satisfied,General
5478,1026,47,,very satisfied,General
5479,909,60,The most beautiful sweater!!!,very satisfied,General
5480,909,47,Lovely and light weight,satisfied,General
5481,909,43,Beautiful but not for those who are short waisted,satisfied,General
5482,909,64,Gorgeous but delicate,very satisfied,General
5483,939,65,"Perfect, flattering sparrow jacket!",very satisfied,General Petite
5484,823,44,Love it !!!!,very satisfied,General Petite
5485,939,38,Sleek moto sweater - upgraded cardigan,satisfied,General Petite
5486,462,41,Soft and light,very satisfied,Initmates
5487,1110,64,Perfect dress for me!,very satisfied,General
5488,1072,55,,very satisfied,General Petite
5489,1072,42,Great fall dress,satisfied,General Petite
5490,1111,39,"Pretty, flirty and loose",very satisfied,General Petite
5491,1111,38,Maternity tablecloth,very unsatisfied,General Petite
5492,1110,39,Lovely dressy dress,very satisfied,General
5493,462,49,Pretty cotton caftan,satisfied,Initmates
5494,1110,24,,very satisfied,General
5495,1110,45,"Pretty, but not for mr",neutral,General
5496,462,37,,very satisfied,Initmates
5497,1072,56,Summer/fall wear,very satisfied,General Petite
5498,1110,32,Swingy cool,very satisfied,General
5499,1110,59,Fun dress,very satisfied,General
5500,1111,38,Love this dress!,very satisfied,General Petite
5501,1111,44,Beautiful dress but too delicate,satisfied,General Petite
5502,330,23,,neutral,Initmates
5503,1072,47,Perfect dress,very satisfied,General Petite
5504,1072,39,Don't ignore this one,very satisfied,General Petite
5505,1111,46,Summer moon dress,very satisfied,General Petite
5506,1072,53,Mountaire maxi dress write your review *required,very satisfied,General Petite
5507,1111,27,Love love love!,very satisfied,General Petite
5508,1072,44,Beautiful,very satisfied,General Petite
5509,1080,28,Absolutely stunning,very satisfied,General
5510,861,33,"Pretty and comfrotable, get on sale",neutral,General
5511,1081,66,,very satisfied,General
5512,974,33,Uniqueness won over a couple of flaws,satisfied,General Petite
5513,861,31,,satisfied,General
5514,861,41,I'm going to wear it a lot,satisfied,General
5515,1081,72,"Great dress, wrong color",very satisfied,General
5516,867,44,Sale find,neutral,General Petite
5517,867,38,Cute but small,neutral,General Petite
5518,861,41,Cute tshirt,neutral,General
5519,1080,46,Amazing dress!,very satisfied,General
5520,861,58,Great t-shirt,very satisfied,General
5521,861,30,Beautiful tee,very satisfied,General
5522,877,40,Great addition to wardrobe,satisfied,General
5523,861,34,Awesome every day tee,very satisfied,General
5524,861,39,Comfy yet stylish,satisfied,General
5525,974,37,I loved it!,very satisfied,General Petite
5526,937,20,Not flattering on me,neutral,General
5527,861,44,,satisfied,General
5528,974,58,Great addition to fall/winter wardrobe,very satisfied,General Petite
5529,831,28,Shrunk!,neutral,General Petite
5530,831,54,Well made and flattering,very satisfied,General Petite
5531,867,48,Cute back hem feature,satisfied,General
5532,861,41,Pretty top,very satisfied,General
5533,877,54,Comfy but classy,very satisfied,General
5534,1081,41,"Pretty, airy dress",satisfied,General
5535,1080,39,Lovely cut,satisfied,General
5536,861,34,,very satisfied,General
5537,861,33,Pretty colors/lines,satisfied,General
5538,871,59,Ample and soft,satisfied,General
5539,831,46,,satisfied,General Petite
5540,861,42,I feel so betrayed...,unsatisfied,General
5541,861,26,V-neck tee,satisfied,General
5542,974,42,Lovely jacket!,very satisfied,General Petite
5543,730,32,"More ""cheeky"" than expected",neutral,Initmates
5544,974,42,Had great possibilities,satisfied,General Petite
5545,867,44,Short/boxy,neutral,General
5546,974,40,,very satisfied,General Petite
5547,861,37,See through,neutral,General
5548,861,42,V neck,very satisfied,General
5549,861,68,Not my thing,neutral,General
5550,861,46,Great fit & colors & style!,satisfied,General
5551,861,24,Casual striped v-neck t-shirt,very satisfied,General
5552,861,34,Great shirt,very satisfied,General
5553,1081,38,Beautiful color!,satisfied,General
5554,861,60,,very satisfied,General
5555,937,33,Love it but it's itchy!,unsatisfied,General
5556,1081,24,Great dress overall,satisfied,General
5557,877,45,,very satisfied,General
5558,1083,52,,very satisfied,General Petite
5559,877,44,Easy wear!,very satisfied,General
5560,1081,34,Finally a sweater dress that's not too tight,very satisfied,General
5561,1083,21,This dress is extremely elegant and fun!,very satisfied,General Petite
5562,861,49,Perfection!,very satisfied,General
5563,974,49,I looked like a linebacker,unsatisfied,General Petite
5564,1081,30,Sequins??,neutral,General
5565,861,28,V neck flower tee,satisfied,General
5566,861,23,Cute tee,satisfied,General
5567,861,34,Great basic t,satisfied,General
5568,1081,35,Huge,neutral,General
5569,861,61,Cute tee shirt,very satisfied,General
5570,861,69,Great t,very unsatisfied,General
5571,861,49,Cute top,very satisfied,General
5572,1080,45,Absolute sunshine!!!,very satisfied,General
5573,861,44,Great shirt!,very satisfied,General
5574,861,60,Purple floral tee,very satisfied,General
5575,1081,38,Fancy and cas at once,very satisfied,General
5576,831,64,Great details and fit!,very satisfied,General Petite
5577,861,32,Great deal!,very satisfied,General
5578,974,43,Frankenstein experiment gone wrong,unsatisfied,General Petite
5579,861,56,Nice tee!,satisfied,General
5580,1080,70,Another lovely retailer dress,very satisfied,General
5581,937,40,Beautiful sweater but extremely itchy,neutral,General
5582,1081,42,Peasant dress,very satisfied,General
5583,1081,61,Let the sun shine,very satisfied,General
5584,861,41,"Cute, great color, runs a little big",satisfied,General
5585,1081,39,Love this dress!!!,satisfied,General
5586,861,43,What's up with the tag??,unsatisfied,General
5587,1080,33,Disappointment,unsatisfied,General
5588,831,40,,satisfied,General Petite
5589,861,39,Cute but where is the skirt???,very satisfied,General
5590,861,32,Cute tee,satisfied,General
5591,1025,41,,very satisfied,General
5592,877,51,Adds a little something to an outfit,very satisfied,General
5593,861,34,"Too thin, too sheer",neutral,General
5594,974,33,Boxy and gapes but thick and well made,satisfied,General Petite
5595,831,33,Great details,very satisfied,General Petite
5596,1080,34,Beautiful and flowy,satisfied,General
5597,861,35,My new favorite tee,very satisfied,General
5598,974,67,Edgy jacket will add oomph to outfits,very satisfied,General Petite
5599,1083,41,,very satisfied,General Petite
5600,867,52,Unique style,very satisfied,General
5601,1080,41,Very feminine summer dress,very satisfied,General
5602,1080,38,,very satisfied,General
5603,861,28,Love the stripes,very satisfied,General
5604,861,54,"Cute tee, very soft",very satisfied,General
5605,974,33,Simply amazing!,very satisfied,General Petite
5606,861,42,Perfect....for two wears,very unsatisfied,General
5607,937,63,Graphic appeal,satisfied,General
5608,861,46,Great shirt,very satisfied,General
5609,1059,38,I love these,very satisfied,General Petite
5610,861,33,Staple with flair,very satisfied,General
5611,974,57,Quilted jacket,neutral,General Petite
5612,155,45,Perfect pair of tights for winter!,very satisfied,Initmates
5613,705,20,Exceeded my expectations,very satisfied,General
5614,155,35,Comfortable leggings,satisfied,Initmates
5615,1089,42,,neutral,General
5616,1081,42,Gorgeous! stock photo does not do it justice,very satisfied,General
5617,155,31,Cozy,very satisfied,Initmates
5618,155,32,"Versatile, cozy, and fabulous!!!!",very satisfied,Initmates
5619,1081,46,"Beautiful fabric, perfect fit",very satisfied,General
5620,155,40,Cute and comfy!,very satisfied,Initmates
5621,705,42,Great fit,satisfied,General
5622,940,36,Nice design but not great quality,neutral,General Petite
5623,155,52,,neutral,Initmates
5624,155,53,Love these tights!,very satisfied,Initmates
5625,940,25,So surprised by the poor quality,very unsatisfied,General Petite
5626,155,43,Great tights!,very satisfied,Initmates
5627,155,36,Lovely material,satisfied,Initmates
5628,940,37,Comfortable sweater,very satisfied,General Petite
5629,1089,50,,neutral,General
5630,155,22,Blue tights,very satisfied,Initmates
5631,705,34,So cute!,very satisfied,General
5632,705,36,Very comfortable with super pretty embroidery!,very satisfied,General
5633,155,40,Cozy,satisfied,Initmates
5634,155,30,Cute and simple,neutral,Initmates
5635,155,52,,very unsatisfied,Initmates
5636,35,52,Breathtaking,very satisfied,Initmates
5637,1099,33,Cute but huge,satisfied,General Petite
5638,1078,32,Great dress,satisfied,General
5639,944,41,Sooo soft,very satisfied,General
5640,1099,39,Soft and comfy,very satisfied,General Petite
5641,1099,43,Perfect dress for autumn,satisfied,General Petite
5642,1099,50,Cute and comfey,very satisfied,General Petite
5643,1099,56,So many compliments,very satisfied,General Petite
5644,1115,41,Great vest!,very satisfied,General
5645,1099,23,Flattering,very satisfied,General Petite
5646,878,36,Super cute!,very satisfied,General
5647,1099,35,Fabric is cheap.,neutral,General Petite
5648,1020,47,Darling little mini,very satisfied,General
5649,878,49,Comfortable,neutral,General
5650,828,64,,very satisfied,General
5651,828,29,Perfect white shirt,very satisfied,General
5652,35,29,So comfortable!,very satisfied,Initmates
5653,828,56,So soft and amazing,very satisfied,General
5654,1099,46,Red and navy checks,satisfied,General Petite
5655,1099,41,,satisfied,General Petite
5656,1099,57,Mona plaid,satisfied,General Petite
5657,878,56,,very satisfied,General
5658,818,31,Great top,very satisfied,General
5659,1099,43,Love this dress!!!,very satisfied,General Petite
5660,818,29,,satisfied,General
5661,818,46,"Beautiful, looks like just photo on....",very satisfied,General
5662,828,53,Elegant and casual at the same time,very satisfied,General
5663,1078,30,Cuter on the model,unsatisfied,General
5664,828,34,,very satisfied,General
5665,35,24,,very satisfied,Initmates
5666,828,34,Nice but too big,neutral,General
5667,1099,35,Runs large!,very satisfied,General Petite
5668,861,45,Lots of compliments,very satisfied,General
5669,831,33,"Fun, neutral layering piece",very satisfied,General Petite
5670,830,35,Super cute summer top!,very satisfied,General
5671,861,34,,very satisfied,General
5672,993,75,"Awesome, fun skirt",very satisfied,General Petite
5673,993,33,This skirt is perfection!,very satisfied,General Petite
5674,993,47,"Gorgeous, must have skirt",very satisfied,General Petite
5675,1078,40,I felt frumpy,neutral,General
5676,1078,39,"Fun, flirty and comfy",very satisfied,General
5677,831,38,"Cute, work appropriate top",satisfied,General
5678,1078,43,"Cute, versatile dress",satisfied,General
5679,1078,46,,very satisfied,General
5680,1030,53,Runs small,unsatisfied,General
5681,902,46,,satisfied,General
5682,410,34,"Comfy, but too much coverage",neutral,Initmates
5683,1078,41,Odd fit,neutral,General
5684,993,66,Gorgeous pattern,very satisfied,General Petite
5685,993,49,,very satisfied,General Petite
5686,1020,64,Perfect denim skirt,very satisfied,General
5687,1020,62,Great midi denim skirt,very satisfied,General
5688,1078,23,Not so great,unsatisfied,General
5689,1078,44,Classy and effortless,satisfied,General
5690,1078,41,Just ok,neutral,General
5691,861,39,Cute and comfortable tee!,very satisfied,General
5692,207,37,Wanted to love it,neutral,Initmates
5693,1078,26,Buy this dress.,very satisfied,General
5694,993,46,Shrinks in the wash,very unsatisfied,General Petite
5695,1020,72,Awesome skirt,very satisfied,General
5696,1075,49,Beautiful fabric but not for the busty,neutral,General Petite
5697,861,40,"Cute idea, poor execution",neutral,General
5698,1078,37,Not quite,neutral,General
5699,1020,23,Comfortable,very satisfied,General
5700,1078,42,,very satisfied,General
5701,1078,35,Perfectly neutral dress,very satisfied,General
5702,1078,60,Perfect summer work dress,very satisfied,General
5703,1078,48,Daytripper dress,neutral,General
5704,861,38,What's with the pocket?,satisfied,General
5705,1078,53,Great dress,very satisfied,General
5706,1097,35,,neutral,General
5707,1078,51,This is a cool dress with one issue...,satisfied,General
5708,880,37,,very satisfied,General
5709,1081,58,Flattering but heavy,very satisfied,General
5710,819,59,,very satisfied,General
5711,1078,48,Super cool!,very satisfied,General
5712,1087,39,The best buy,very satisfied,General
5713,1078,52,Casual dress with style,satisfied,General
5714,880,39,,neutral,General
5715,819,62,A new favorite!,very satisfied,General
5716,1078,62,Cute and comfy,satisfied,General
5717,880,62,The perfect tee for atlanta's hot weather!,very satisfied,General
5718,880,39,Too much fabric,neutral,General
5719,880,58,Huge!,neutral,General
5720,819,70,Runs large,satisfied,General
5721,819,39,"Pretty, big, but for tanned people",neutral,General
5722,880,41,Surprisingly cute!,very satisfied,General
5723,880,54,Huge!,satisfied,General
5724,1078,29,So comfotable,satisfied,General
5725,1082,39,,unsatisfied,General Petite
5726,857,46,Red version in xl is perfect,very satisfied,General
5727,819,41,Great shirt!,satisfied,General Petite
5728,880,46,The purple is beautiful and comfortable!,very satisfied,General
5729,1078,49,"Cute, but not cute enough for me.",satisfied,General
5730,1097,61,Great dress for full figure,very satisfied,General
5731,868,30,,very satisfied,General
5732,868,60,,satisfied,General
5733,880,64,,satisfied,General
5734,1097,61,Obsessed!,very satisfied,General
5735,880,36,Large & boxy,unsatisfied,General
5736,880,38,,satisfied,General
5737,880,45,"Great patterns, too big",unsatisfied,General
5738,819,52,,very satisfied,General Petite
5739,857,39,"Really cute shirt, but don't upsize",very satisfied,General
5740,857,26,So much better in person!!!,very satisfied,General
5741,1081,53,Beautiful from the front. . . .,neutral,General
5742,880,40,So cute!!,very satisfied,General
5743,880,69,Lovely lilac,very satisfied,General
5744,880,44,"Runs large, order 1 size smaller",very satisfied,General
5745,819,23,"Made well, but not flattering",neutral,General Petite
5746,1078,35,"Cute, but something is off",satisfied,General
5747,880,42,I so wanted to love this top!,neutral,General
5748,868,21,Closet essential,very satisfied,General
5749,880,29,A bit large!,neutral,General
5750,819,66,Add me to the list,very satisfied,General Petite
5751,1078,27,Perfection,very satisfied,General
5752,211,28,Beautiful,satisfied,Initmates
5753,1078,51,Loved the style but the fit was off,neutral,General
5754,1078,42,Perfect shift dress!,very satisfied,General
5755,857,36,"Fun pattern, great fit",very satisfied,General
5756,880,67,Flowers and butterflies!!,satisfied,General
5757,1081,57,,satisfied,General
5758,1078,53,Linen coolness,satisfied,General
5759,880,70,,neutral,General
5760,1078,57,Cute and comfy!,very satisfied,General
5761,1119,60,Beautiful lightweight leather vest,very satisfied,General Petite
5762,880,42,Perfect light weight tee,satisfied,General
5763,880,65,Cute and comfortable,satisfied,General
5764,880,68,,very satisfied,General
5765,1081,31,Midi dress with retro appeal,very satisfied,General
5766,857,21,,very satisfied,General
5767,857,32,Tee shirt material... blowsy,satisfied,General
5768,857,36,Fun top!,very satisfied,General
5769,857,36,,very satisfied,General
5770,690,36,Super sexy,very satisfied,Initmates
5771,1081,39,Retro perfect,very satisfied,General
5772,857,39,Boxy but cute,neutral,General
5773,868,61,"Versatile, comfortable, quality",very satisfied,General
5774,1078,57,Muddy color,neutral,General
5775,1081,50,So pretty!,very satisfied,General
5776,868,61,,very satisfied,General
5777,857,26,"Cute, runs large",satisfied,General
5778,1078,44,Amazing dress!,very satisfied,General
5779,880,28,It's a tent,very unsatisfied,General
5780,1087,43,Runs small?,neutral,General
5781,1078,52,Comfort,very satisfied,General
5782,857,52,Great ultra casual top,very satisfied,General
5783,1078,39,A great addition to any wardrobe,satisfied,General
5784,898,60,Great color and design!,very satisfied,General
5785,1087,61,Love love this dress!,very satisfied,General
5786,1056,46,,satisfied,General
5787,898,39,Too bad too big,neutral,General
5788,842,32,Super cute,satisfied,General
5789,1025,38,,neutral,General
5790,898,34,Elegant sweater,very satisfied,General
5791,1087,27,"Good idea, poor execution",unsatisfied,General
5792,823,74,Lisette tank,neutral,General
5793,818,61,Weird shape,unsatisfied,General
5794,1049,39,Relax comfy with style,very satisfied,General
5795,1049,60,Quality produbt,very satisfied,General
5796,921,33,Beautiful piece; runs large!,very satisfied,General
5797,818,29,If i had the right size...,neutral,General
5798,1056,59,,very satisfied,General
5799,1087,53,Want to love this but....,unsatisfied,General
5800,1056,43,Cute!,neutral,General
5801,818,25,Super cute,very satisfied,General
5802,1049,39,"Versatile, comfortable, good-looking pants",very satisfied,General
5803,898,43,Too much sweater,unsatisfied,General
5804,1056,48,Perfect!,very satisfied,General
5805,1025,37,Awkward,neutral,General
5806,921,46,Too large even in xs!,unsatisfied,General
5807,1126,62,Chic raincoat,satisfied,General Petite
