tiempo_completo,id_personal,mes,mes_id,sku_id,ventas_totales,ingresos_anio_pasado,calificacion_servicio,comentarios_adicionales,fecha_contratacion
si,2,julio,7,13,3,4800,Excelente,atento,11/08/2010
si,2,agosto,8,13,14,22400,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,13,8,12800,Excelente,servicial,11/08/2010
si,2,enero,1,14,14,22400,Regular,tarado,11/08/2010
si,2,febrero,2,14,16,25600,Excelente,atento,11/08/2010
si,2,marzo,3,14,7,11200,Excelente,amable servicial,11/08/2010
si,2,abril,4,14,6,9600,Excelente,servicial,11/08/2010
si,2,mayo,5,14,10,16000,Excelente,atento,11/08/2010
si,2,junio,6,14,7,11200,Excelente,amable servicial,11/08/2010
si,2,julio,7,14,6,9600,Excelente,servicial,11/08/2010
si,2,agosto,8,14,17,27200,Excelente,atento,11/08/2010
si,2,septiembre,9,14,13,20800,Excelente,amable servicial,11/08/2010
si,2,enero,1,15,15,24000,Regular,despistado,11/08/2010
si,2,febrero,2,15,9,14400,Excelente,servicial,11/08/2010
si,2,marzo,3,15,16,25600,Excelente,atento,11/08/2010
si,2,abril,4,15,12,19200,Excelente,amable servicial,11/08/2010
si,2,mayo,5,15,8,12800,Excelente,servicial,11/08/2010
si,2,junio,6,15,9,14400,Excelente,atento,11/08/2010
si,2,julio,7,15,16,25600,Excelente,amable servicial,11/08/2010
si,2,agosto,8,15,19,30400,Excelente,servicial,11/08/2010
si,2,septiembre,9,15,15,24000,Excelente,atento,11/08/2010
si,2,enero,1,16,19,30400,Regular,despistado tardado,11/08/2010
si,2,febrero,2,16,17,27200,Excelente,amable servicial,11/08/2010
si,2,marzo,3,16,1,1600,Excelente,servicial,11/08/2010
si,2,abril,4,16,2,3200,Excelente,atento,11/08/2010
si,2,mayo,5,16,11,17600,Excelente,amable servicial,11/08/2010
si,2,junio,6,16,6,9600,Excelente,servicial,11/08/2010
si,2,julio,7,16,7,11200,Excelente,atento,11/08/2010
si,2,agosto,8,16,17,27200,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,16,18,28800,Excelente,servicial,11/08/2010
si,2,enero,1,17,3,4800,Regular,lento servicial amigable,11/08/2010
si,2,febrero,2,17,8,12800,Excelente,atento,11/08/2010
si,2,marzo,3,17,9,14400,Excelente,amable servicial,11/08/2010
si,2,abril,4,17,15,24000,Excelente,servicial,11/08/2010
si,2,mayo,5,17,10,16000,Excelente,atento,11/08/2010
si,2,junio,6,17,15,24000,Excelente,amable servicial,11/08/2010
si,2,julio,7,17,16,25600,Excelente,servicial,11/08/2010
si,2,agosto,8,17,8,12800,Excelente,atento,11/08/2010
si,2,septiembre,9,17,10,16000,Excelente,amable servicial,11/08/2010
si,2,enero,1,18,15,24000,Regular,lento,11/08/2010
si,2,febrero,2,18,12,19200,Excelente,servicial,11/08/2010
si,2,marzo,3,18,13,20800,Excelente,atento,11/08/2010
si,2,abril,4,18,12,19200,Excelente,amable servicial,11/08/2010
si,2,mayo,5,18,9,14400,Excelente,servicial,11/08/2010
si,2,junio,6,18,17,27200,Excelente,atento,11/08/2010
si,2,julio,7,18,13,20800,Excelente,amable servicial,11/08/2010
si,2,agosto,8,18,15,24000,Excelente,servicial,11/08/2010
si,2,septiembre,9,18,17,27200,Excelente,atento,11/08/2010
si,2,enero,1,19,10,16000,Regular,tarado,11/08/2010
si,2,febrero,2,19,8,12800,Excelente,amable servicial,11/08/2010
si,2,marzo,3,19,17,27200,Excelente,servicial,11/08/2010
si,2,abril,4,19,10,16000,Excelente,atento,11/08/2010
si,2,mayo,5,19,1,1600,Excelente,amable servicial,11/08/2010
si,2,junio,6,19,0,0,Excelente,servicial,11/08/2010
si,2,julio,7,19,17,27200,Excelente,atento,11/08/2010
si,2,agosto,8,19,6,9600,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,19,1,1600,Excelente,servicial,11/08/2010
si,2,enero,1,20,15,24000,Regular,despistado,11/08/2010
si,2,febrero,2,20,3,4800,Excelente,atento,11/08/2010
si,2,marzo,3,20,3,4800,Excelente,amable servicial,11/08/2010
si,2,abril,4,20,10,16000,Excelente,servicial,11/08/2010
si,2,mayo,5,20,7,11200,Excelente,atento,11/08/2010
si,2,junio,6,20,17,27200,Excelente,amable servicial,11/08/2010
si,2,julio,7,20,15,24000,Excelente,servicial,11/08/2010
si,2,agosto,8,20,2,3200,Excelente,atento,11/08/2010
si,2,septiembre,9,20,12,19200,Excelente,amable servicial,11/08/2010
si,2,enero,1,21,6,9600,Regular,despistado tardado,11/08/2010
si,2,febrero,2,21,11,17600,Excelente,servicial,11/08/2010
si,2,marzo,3,21,4,6400,Excelente,atento,11/08/2010
si,2,abril,4,21,15,24000,Excelente,amable servicial,11/08/2010
si,2,mayo,5,21,19,30400,Excelente,servicial,11/08/2010
si,2,junio,6,21,5,8000,Excelente,atento,11/08/2010
si,2,julio,7,21,9,14400,Excelente,amable servicial,11/08/2010
si,2,agosto,8,21,13,20800,Excelente,servicial,11/08/2010
si,2,septiembre,9,21,13,20800,Excelente,atento,11/08/2010
si,2,enero,1,22,10,16000,Regular,lento servicial amigable,11/08/2010
si,2,febrero,2,22,19,30400,Excelente,amable servicial,11/08/2010
si,2,marzo,3,22,0,0,Excelente,servicial,11/08/2010
si,2,abril,4,22,10,16000,Excelente,atento,11/08/2010
si,2,mayo,5,22,15,24000,Excelente,amable servicial,11/08/2010
si,2,junio,6,22,5,8000,Excelente,servicial,11/08/2010
si,2,julio,7,22,10,16000,Excelente,atento,11/08/2010
si,2,agosto,8,22,6,9600,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,22,17,27200,Excelente,servicial,11/08/2010
si,2,enero,1,23,0,0,Regular,lento,11/08/2010
si,2,febrero,2,23,6,9600,Excelente,atento,11/08/2010
si,2,marzo,3,23,13,20800,Excelente,amable servicial,11/08/2010
si,2,abril,4,23,20,32000,Excelente,servicial,11/08/2010
si,2,mayo,5,23,9,14400,Excelente,atento,11/08/2010
si,2,junio,6,23,20,32000,Excelente,amable servicial,11/08/2010
si,2,julio,7,23,1,1600,Excelente,servicial,11/08/2010
si,2,agosto,8,23,9,14400,Excelente,atento,11/08/2010
si,2,septiembre,9,23,16,25600,Excelente,amable servicial,11/08/2010
si,2,enero,1,24,19,30400,Regular,tarado,11/08/2010
si,2,febrero,2,24,10,16000,Excelente,servicial,11/08/2010
si,2,marzo,3,24,13,20800,Excelente,atento,11/08/2010
si,2,abril,4,24,12,19200,Excelente,amable servicial,11/08/2010
si,2,mayo,5,24,11,17600,Excelente,servicial,11/08/2010
si,2,junio,6,24,1,1600,Excelente,atento,11/08/2010
si,2,julio,7,24,14,22400,Excelente,amable servicial,11/08/2010
si,2,agosto,8,24,13,20800,Excelente,servicial,11/08/2010
si,2,septiembre,9,24,10,16000,Excelente,atento,11/08/2010
si,2,enero,1,25,6,9600,Regular,despistado,11/08/2010
si,2,febrero,2,25,1,1600,Excelente,amable servicial,11/08/2010
si,2,marzo,3,25,11,17600,Excelente,servicial,11/08/2010
si,2,abril,4,25,19,30400,Excelente,atento,11/08/2010
si,2,mayo,5,25,3,4800,Excelente,amable servicial,11/08/2010
si,2,junio,6,25,17,27200,Excelente,servicial,11/08/2010
si,2,julio,7,25,5,8000,Excelente,atento,11/08/2010
si,2,agosto,8,25,11,17600,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,25,2,3200,Excelente,servicial,11/08/2010
si,2,enero,1,26,9,14400,Regular,despistado tardado,11/08/2010
si,2,febrero,2,26,18,28800,Excelente,atento,11/08/2010
si,2,marzo,3,26,6,9600,Excelente,amable servicial,11/08/2010
si,2,abril,4,26,15,24000,Excelente,servicial,11/08/2010
si,2,mayo,5,26,10,16000,Excelente,atento,11/08/2010
si,2,junio,6,26,20,32000,Excelente,amable servicial,11/08/2010
si,2,julio,7,26,14,22400,Excelente,servicial,11/08/2010
si,2,agosto,8,26,18,28800,Excelente,atento,11/08/2010
si,2,septiembre,9,26,18,28800,Excelente,amable servicial,11/08/2010
si,2,enero,1,27,5,8000,Regular,lento servicial amigable,11/08/2010
si,2,febrero,2,27,2,3200,Excelente,servicial,11/08/2010
si,2,marzo,3,27,5,8000,Excelente,atento,11/08/2010
si,2,abril,4,27,11,17600,Excelente,amable servicial,11/08/2010
si,2,mayo,5,27,0,0,Excelente,servicial,11/08/2010
si,2,junio,6,27,20,32000,Excelente,atento,11/08/2010
si,2,julio,7,27,3,4800,Excelente,amable servicial,11/08/2010
si,2,agosto,8,27,6,9600,Excelente,servicial,11/08/2010
si,2,septiembre,9,27,16,25600,Excelente,atento,11/08/2010
si,2,enero,1,28,4,6400,Regular,lento,11/08/2010
si,2,febrero,2,28,1,1600,Excelente,amable servicial,11/08/2010
si,2,marzo,3,28,3,4800,Excelente,servicial,11/08/2010
si,2,abril,4,28,12,19200,Excelente,atento,11/08/2010
si,2,mayo,5,28,13,20800,Excelente,amable servicial,11/08/2010
si,2,junio,6,28,2,3200,Excelente,servicial,11/08/2010
si,2,julio,7,28,18,28800,Excelente,atento,11/08/2010
si,2,agosto,8,28,10,16000,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,28,17,27200,Excelente,servicial,11/08/2010
si,2,enero,1,29,20,32000,Regular,tarado,11/08/2010
si,2,febrero,2,29,3,4800,Excelente,atento,11/08/2010
si,2,marzo,3,29,14,22400,Excelente,amable servicial,11/08/2010
si,2,abril,4,29,16,25600,Excelente,servicial,11/08/2010
si,2,mayo,5,29,10,16000,Excelente,atento,11/08/2010
si,2,junio,6,29,9,14400,Excelente,amable servicial,11/08/2010
si,2,julio,7,29,20,32000,Excelente,servicial,11/08/2010
si,2,agosto,8,29,18,28800,Excelente,atento,11/08/2010
si,2,septiembre,9,29,14,22400,Excelente,amable servicial,11/08/2010
si,2,enero,1,30,14,22400,Regular,despistado,11/08/2010
si,2,febrero,2,30,9,14400,Excelente,servicial,11/08/2010
si,2,marzo,3,30,13,20800,Excelente,atento,11/08/2010
si,2,abril,4,30,15,24000,Excelente,amable servicial,11/08/2010
si,2,mayo,5,30,6,9600,Excelente,servicial,11/08/2010
si,2,junio,6,30,0,0,Excelente,atento,11/08/2010
si,2,julio,7,30,11,17600,Excelente,amable servicial,11/08/2010
si,2,agosto,8,30,5,8000,Excelente,servicial,11/08/2010
si,2,septiembre,9,30,19,30400,Excelente,atento,11/08/2010
si,2,enero,1,31,3,4800,Regular,despistado tardado,11/08/2010
si,2,febrero,2,31,6,9600,Excelente,amable servicial,11/08/2010
si,2,marzo,3,31,3,4800,Excelente,servicial,11/08/2010
si,2,abril,4,31,0,0,Excelente,atento,11/08/2010
si,2,mayo,5,31,5,8000,Excelente,amable servicial,11/08/2010
si,2,junio,6,31,13,20800,Excelente,servicial,11/08/2010
si,2,julio,7,31,14,22400,Excelente,atento,11/08/2010
si,2,agosto,8,31,0,0,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,31,20,32000,Excelente,servicial,11/08/2010
si,2,enero,1,32,9,14400,Regular,lento servicial amigable,11/08/2010
si,2,febrero,2,32,0,0,Excelente,atento,11/08/2010
si,2,marzo,3,32,18,28800,Excelente,amable servicial,11/08/2010
si,2,abril,4,32,11,17600,Excelente,servicial,11/08/2010
si,2,mayo,5,32,18,28800,Excelente,atento,11/08/2010
si,2,junio,6,32,10,16000,Excelente,amable servicial,11/08/2010
si,2,julio,7,32,11,17600,Excelente,servicial,11/08/2010
si,2,agosto,8,32,12,19200,Excelente,atento,11/08/2010
si,2,septiembre,9,32,20,32000,Excelente,amable servicial,11/08/2010
si,2,enero,1,33,17,27200,Regular,lento,11/08/2010
si,2,febrero,2,33,17,27200,Excelente,servicial,11/08/2010
si,2,marzo,3,33,1,1600,Excelente,atento,11/08/2010
si,2,abril,4,33,3,4800,Excelente,amable servicial,11/08/2010
si,2,mayo,5,33,3,4800,Excelente,servicial,11/08/2010
si,2,junio,6,33,13,20800,Excelente,atento,11/08/2010
si,2,julio,7,33,15,24000,Excelente,amable servicial,11/08/2010
si,2,agosto,8,33,12,19200,Excelente,servicial,11/08/2010
si,2,septiembre,9,33,15,24000,Excelente,atento,11/08/2010
si,2,enero,1,34,6,9600,Regular,tarado,11/08/2010
si,2,febrero,2,34,0,0,Excelente,amable servicial,11/08/2010
si,2,marzo,3,34,15,24000,Excelente,servicial,11/08/2010
si,2,abril,4,34,10,16000,Excelente,atento,11/08/2010
si,2,mayo,5,34,20,32000,Excelente,amable servicial,11/08/2010
si,2,junio,6,34,3,4800,Excelente,servicial,11/08/2010
si,2,julio,7,34,17,27200,Excelente,atento,11/08/2010
si,2,agosto,8,34,7,11200,Excelente,amable servicial,11/08/2010
si,2,septiembre,9,34,4,6400,Excelente,servicial,11/08/2010
si,3,enero,1,1,19,30400,Regular,despistado,22/07/2018
si,3,febrero,2,1,3,4800,Excelente,atento,22/07/2018
si,3,marzo,3,1,15,24000,Excelente,amable servicial,22/07/2018
si,3,abril,4,1,4,6400,Excelente,servicial,22/07/2018
si,3,mayo,5,1,14,22400,Excelente,atento,22/07/2018
si,3,junio,6,1,5,8000,Excelente,amable servicial,22/07/2018
si,3,julio,7,1,15,24000,Excelente,servicial,22/07/2018
si,3,agosto,8,1,7,11200,Excelente,atento,22/07/2018
si,3,septiembre,9,1,7,11200,Excelente,amable servicial,22/07/2018
si,3,enero,1,2,11,17600,Regular,despistado tardado,22/07/2018
si,3,febrero,2,2,11,17600,Excelente,servicial,22/07/2018
si,3,marzo,3,2,1,1600,Excelente,atento,22/07/2018
si,3,abril,4,2,17,27200,Excelente,amable servicial,22/07/2018
si,3,mayo,5,2,15,24000,Excelente,servicial,22/07/2018
si,3,junio,6,2,20,32000,Excelente,atento,22/07/2018
si,3,julio,7,2,13,20800,Excelente,amable servicial,22/07/2018
si,3,agosto,8,2,16,25600,Excelente,servicial,22/07/2018
si,3,septiembre,9,2,3,4800,Excelente,atento,22/07/2018
si,3,enero,1,3,6,9600,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,3,19,30400,Excelente,amable servicial,22/07/2018
si,3,marzo,3,3,7,11200,Excelente,servicial,22/07/2018
si,3,abril,4,3,13,20800,Excelente,atento,22/07/2018
si,3,mayo,5,3,5,8000,Excelente,amable servicial,22/07/2018
si,3,junio,6,3,8,12800,Excelente,servicial,22/07/2018
si,3,julio,7,3,19,30400,Excelente,atento,22/07/2018
si,3,agosto,8,3,12,19200,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,3,6,9600,Excelente,servicial,22/07/2018
si,3,enero,1,4,13,20800,Regular,lento,22/07/2018
si,3,febrero,2,4,12,19200,Excelente,atento,22/07/2018
si,3,marzo,3,4,13,20800,Excelente,amable servicial,22/07/2018
si,3,abril,4,4,12,19200,Excelente,servicial,22/07/2018
si,3,mayo,5,4,3,4800,Excelente,atento,22/07/2018
si,3,junio,6,4,19,30400,Excelente,amable servicial,22/07/2018
si,3,julio,7,4,3,4800,Excelente,servicial,22/07/2018
si,3,agosto,8,4,20,32000,Excelente,atento,22/07/2018
si,3,septiembre,9,4,6,9600,Excelente,amable servicial,22/07/2018
si,3,enero,1,5,14,22400,Regular,tarado,22/07/2018
si,3,febrero,2,5,5,8000,Excelente,servicial,22/07/2018
si,3,marzo,3,5,5,8000,Excelente,atento,22/07/2018
si,3,abril,4,5,9,14400,Excelente,amable servicial,22/07/2018
si,3,mayo,5,5,19,30400,Excelente,servicial,22/07/2018
si,3,junio,6,5,4,6400,Excelente,atento,22/07/2018
si,3,julio,7,5,19,30400,Excelente,amable servicial,22/07/2018
si,3,agosto,8,5,12,19200,Excelente,servicial,22/07/2018
si,3,septiembre,9,5,7,11200,Excelente,atento,22/07/2018
si,3,enero,1,6,9,14400,Regular,despistado,22/07/2018
si,3,febrero,2,6,17,27200,Excelente,amable servicial,22/07/2018
si,3,marzo,3,6,15,24000,Excelente,servicial,22/07/2018
si,3,abril,4,6,5,8000,Excelente,atento,22/07/2018
si,3,mayo,5,6,13,20800,Excelente,amable servicial,22/07/2018
si,3,junio,6,6,1,1600,Excelente,servicial,22/07/2018
si,3,julio,7,6,6,9600,Excelente,atento,22/07/2018
si,3,agosto,8,6,14,22400,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,6,14,22400,Excelente,servicial,22/07/2018
si,3,enero,1,7,18,28800,Regular,despistado tardado,22/07/2018
si,3,febrero,2,7,18,28800,Excelente,atento,22/07/2018
si,3,marzo,3,7,1,1600,Excelente,amable servicial,22/07/2018
si,3,abril,4,7,10,16000,Excelente,servicial,22/07/2018
si,3,mayo,5,7,13,20800,Excelente,atento,22/07/2018
si,3,junio,6,7,12,19200,Excelente,amable servicial,22/07/2018
si,3,julio,7,7,2,3200,Excelente,servicial,22/07/2018
si,3,agosto,8,7,20,32000,Excelente,atento,22/07/2018
si,3,septiembre,9,7,12,19200,Excelente,amable servicial,22/07/2018
si,3,enero,1,8,17,27200,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,8,5,8000,Excelente,servicial,22/07/2018
si,3,marzo,3,8,9,14400,Excelente,atento,22/07/2018
si,3,abril,4,8,13,20800,Excelente,amable servicial,22/07/2018
si,3,mayo,5,8,20,32000,Excelente,servicial,22/07/2018
si,3,junio,6,8,14,22400,Excelente,atento,22/07/2018
si,3,julio,7,8,5,8000,Excelente,amable servicial,22/07/2018
si,3,agosto,8,8,19,30400,Excelente,servicial,22/07/2018
si,3,septiembre,9,8,3,4800,Excelente,atento,22/07/2018
si,3,enero,1,9,17,27200,Regular,lento,22/07/2018
si,3,febrero,2,9,6,9600,Excelente,amable servicial,22/07/2018
si,3,marzo,3,9,5,8000,Excelente,servicial,22/07/2018
si,3,abril,4,9,3,4800,Excelente,atento,22/07/2018
si,3,mayo,5,9,7,11200,Excelente,amable servicial,22/07/2018
si,3,junio,6,9,20,32000,Excelente,servicial,22/07/2018
si,3,julio,7,9,9,14400,Excelente,atento,22/07/2018
si,3,agosto,8,9,11,17600,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,9,12,19200,Excelente,servicial,22/07/2018
si,3,enero,1,10,0,0,Regular,tarado,22/07/2018
si,3,febrero,2,10,4,6400,Excelente,atento,22/07/2018
si,3,marzo,3,10,5,8000,Excelente,amable servicial,22/07/2018
si,3,abril,4,10,19,30400,Excelente,servicial,22/07/2018
si,3,mayo,5,10,4,6400,Excelente,atento,22/07/2018
si,3,junio,6,10,19,30400,Excelente,amable servicial,22/07/2018
si,3,julio,7,10,2,3200,Excelente,servicial,22/07/2018
si,3,agosto,8,10,12,19200,Excelente,atento,22/07/2018
si,3,septiembre,9,10,5,8000,Excelente,amable servicial,22/07/2018
si,3,enero,1,11,19,30400,Regular,despistado,22/07/2018
si,3,febrero,2,11,20,32000,Excelente,servicial,22/07/2018
si,3,marzo,3,11,18,28800,Excelente,atento,22/07/2018
si,3,abril,4,11,9,14400,Excelente,amable servicial,22/07/2018
si,3,mayo,5,11,2,3200,Excelente,servicial,22/07/2018
si,3,junio,6,11,18,28800,Excelente,atento,22/07/2018
si,3,julio,7,11,13,20800,Excelente,amable servicial,22/07/2018
si,3,agosto,8,11,1,1600,Excelente,servicial,22/07/2018
si,3,septiembre,9,11,6,9600,Excelente,atento,22/07/2018
si,3,enero,1,12,6,9600,Regular,despistado tardado,22/07/2018
si,3,febrero,2,12,7,11200,Excelente,amable servicial,22/07/2018
si,3,marzo,3,12,7,11200,Excelente,servicial,22/07/2018
si,3,abril,4,12,14,22400,Excelente,atento,22/07/2018
si,3,mayo,5,12,2,3200,Excelente,amable servicial,22/07/2018
si,3,junio,6,12,2,3200,Excelente,servicial,22/07/2018
si,3,julio,7,12,3,4800,Excelente,atento,22/07/2018
si,3,agosto,8,12,18,28800,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,12,5,8000,Excelente,servicial,22/07/2018
si,3,enero,1,13,4,6400,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,13,20,32000,Excelente,atento,22/07/2018
si,3,marzo,3,13,16,25600,Excelente,amable servicial,22/07/2018
si,3,abril,4,13,18,28800,Excelente,servicial,22/07/2018
si,3,mayo,5,13,13,20800,Excelente,atento,22/07/2018
si,3,junio,6,13,17,27200,Excelente,amable servicial,22/07/2018
si,3,julio,7,13,11,17600,Excelente,servicial,22/07/2018
si,3,agosto,8,13,1,1600,Excelente,atento,22/07/2018
si,3,septiembre,9,13,17,27200,Excelente,amable servicial,22/07/2018
si,3,enero,1,14,8,12800,Regular,lento,22/07/2018
si,3,febrero,2,14,10,16000,Excelente,servicial,22/07/2018
si,3,marzo,3,14,9,14400,Excelente,atento,22/07/2018
si,3,abril,4,14,13,20800,Excelente,amable servicial,22/07/2018
si,3,mayo,5,14,10,16000,Excelente,servicial,22/07/2018
si,3,junio,6,14,2,3200,Excelente,atento,22/07/2018
si,3,julio,7,14,7,11200,Excelente,amable servicial,22/07/2018
si,3,agosto,8,14,9,14400,Excelente,servicial,22/07/2018
si,3,septiembre,9,14,15,24000,Excelente,atento,22/07/2018
si,3,enero,1,15,3,4800,Regular,tarado,22/07/2018
si,3,febrero,2,15,3,4800,Excelente,amable servicial,22/07/2018
si,3,marzo,3,15,10,16000,Excelente,servicial,22/07/2018
si,3,abril,4,15,8,12800,Excelente,atento,22/07/2018
si,3,mayo,5,15,15,24000,Excelente,amable servicial,22/07/2018
si,3,junio,6,15,7,11200,Excelente,servicial,22/07/2018
si,3,julio,7,15,17,27200,Excelente,atento,22/07/2018
si,3,agosto,8,15,16,25600,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,15,10,16000,Excelente,servicial,22/07/2018
si,3,enero,1,16,5,8000,Regular,despistado,22/07/2018
si,3,febrero,2,16,4,6400,Excelente,atento,22/07/2018
si,3,marzo,3,16,16,25600,Excelente,amable servicial,22/07/2018
si,3,abril,4,16,0,0,Excelente,servicial,22/07/2018
si,3,mayo,5,16,18,28800,Excelente,atento,22/07/2018
si,3,junio,6,16,5,8000,Excelente,amable servicial,22/07/2018
si,3,julio,7,16,6,9600,Excelente,servicial,22/07/2018
si,3,agosto,8,16,10,16000,Excelente,atento,22/07/2018
si,3,septiembre,9,16,7,11200,Excelente,amable servicial,22/07/2018
si,3,enero,1,17,18,28800,Regular,despistado tardado,22/07/2018
si,3,febrero,2,17,13,20800,Excelente,servicial,22/07/2018
si,3,marzo,3,17,17,27200,Excelente,atento,22/07/2018
si,3,abril,4,17,5,8000,Excelente,amable servicial,22/07/2018
si,3,mayo,5,17,16,25600,Excelente,servicial,22/07/2018
si,3,junio,6,17,11,17600,Excelente,atento,22/07/2018
si,3,julio,7,17,0,0,Excelente,amable servicial,22/07/2018
si,3,agosto,8,17,0,0,Excelente,servicial,22/07/2018
si,3,septiembre,9,17,18,28800,Excelente,atento,22/07/2018
si,3,enero,1,18,11,17600,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,18,12,19200,Excelente,amable servicial,22/07/2018
si,3,marzo,3,18,13,20800,Excelente,servicial,22/07/2018
si,3,abril,4,18,17,27200,Excelente,atento,22/07/2018
si,3,mayo,5,18,19,30400,Excelente,amable servicial,22/07/2018
si,3,junio,6,18,17,27200,Excelente,servicial,22/07/2018
si,3,julio,7,18,3,4800,Excelente,atento,22/07/2018
si,3,agosto,8,18,10,16000,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,18,5,8000,Excelente,servicial,22/07/2018
si,3,enero,1,19,7,11200,Regular,lento,22/07/2018
si,3,febrero,2,19,11,17600,Excelente,atento,22/07/2018
si,3,marzo,3,19,14,22400,Excelente,amable servicial,22/07/2018
si,3,abril,4,19,14,22400,Excelente,servicial,22/07/2018
si,3,mayo,5,19,19,30400,Excelente,atento,22/07/2018
si,3,junio,6,19,19,30400,Excelente,amable servicial,22/07/2018
si,3,julio,7,19,15,24000,Excelente,servicial,22/07/2018
si,3,agosto,8,19,12,19200,Excelente,atento,22/07/2018
si,3,septiembre,9,19,16,25600,Excelente,amable servicial,22/07/2018
si,3,enero,1,20,11,17600,Regular,tarado,22/07/2018
si,3,febrero,2,20,12,19200,Excelente,servicial,22/07/2018
si,3,marzo,3,20,13,20800,Excelente,atento,22/07/2018
si,3,abril,4,20,19,30400,Excelente,amable servicial,22/07/2018
si,3,mayo,5,20,19,30400,Excelente,servicial,22/07/2018
si,3,junio,6,20,11,17600,Excelente,atento,22/07/2018
si,3,julio,7,20,6,9600,Excelente,amable servicial,22/07/2018
si,3,agosto,8,20,0,0,Excelente,servicial,22/07/2018
si,3,septiembre,9,20,19,30400,Excelente,atento,22/07/2018
si,3,enero,1,21,18,28800,Regular,despistado,22/07/2018
si,3,febrero,2,21,9,14400,Excelente,amable servicial,22/07/2018
si,3,marzo,3,21,2,3200,Excelente,servicial,22/07/2018
si,3,abril,4,21,3,4800,Excelente,atento,22/07/2018
si,3,mayo,5,21,5,8000,Excelente,amable servicial,22/07/2018
si,3,junio,6,21,11,17600,Excelente,servicial,22/07/2018
si,3,julio,7,21,2,3200,Excelente,atento,22/07/2018
si,3,agosto,8,21,2,3200,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,21,5,8000,Excelente,servicial,22/07/2018
si,3,enero,1,22,14,22400,Regular,despistado tardado,22/07/2018
si,3,febrero,2,22,6,9600,Excelente,atento,22/07/2018
si,3,marzo,3,22,3,4800,Excelente,amable servicial,22/07/2018
si,3,abril,4,22,2,3200,Excelente,servicial,22/07/2018
si,3,mayo,5,22,1,1600,Excelente,atento,22/07/2018
si,3,junio,6,22,2,3200,Excelente,amable servicial,22/07/2018
si,3,julio,7,22,10,16000,Excelente,servicial,22/07/2018
si,3,agosto,8,22,11,17600,Excelente,atento,22/07/2018
si,3,septiembre,9,22,2,3200,Excelente,amable servicial,22/07/2018
si,3,enero,1,23,1,1600,Regular,lento servicial amigable,22/07/2018
si,3,febrero,2,23,12,19200,Excelente,servicial,22/07/2018
si,3,marzo,3,23,0,0,Excelente,atento,22/07/2018
si,3,abril,4,23,17,27200,Excelente,amable servicial,22/07/2018
si,3,mayo,5,23,5,8000,Excelente,servicial,22/07/2018
si,3,junio,6,23,19,30400,Excelente,atento,22/07/2018
si,3,julio,7,23,7,11200,Excelente,amable servicial,22/07/2018
si,3,agosto,8,23,7,11200,Excelente,servicial,22/07/2018
si,3,septiembre,9,23,20,32000,Excelente,atento,22/07/2018
si,3,enero,1,24,6,9600,Regular,lento,22/07/2018
si,3,febrero,2,24,12,19200,Excelente,amable servicial,22/07/2018
si,3,marzo,3,24,13,20800,Excelente,servicial,22/07/2018
si,3,abril,4,24,13,20800,Excelente,atento,22/07/2018
si,3,mayo,5,24,15,24000,Excelente,amable servicial,22/07/2018
si,3,junio,6,24,7,11200,Excelente,servicial,22/07/2018
si,3,julio,7,24,18,28800,Excelente,atento,22/07/2018
si,3,agosto,8,24,1,1600,Excelente,amable servicial,22/07/2018
si,3,septiembre,9,24,12,19200,Excelente,servicial,22/07/2018
si,3,enero,1,25,8,12800,Regular,tarado,22/07/2018
si,3,febrero,2,25,6,9600,Excelente,atento,22/07/2018
si,3,marzo,3,25,10,16000,Excelente,amable servicial,22/07/2018
si,3,abril,4,25,17,27200,Excelente,servicial,22/07/2018
si,3,mayo,5,25,12,19200,Excelente,atento,22/07/2018
si,3,junio,6,25,16,25600,Excelente,amable servicial,22/07/2018
si,3,julio,7,25,17,27200,Excelente,servicial,22/07/2018
si,3,agosto,8,25,18,28800,Excelente,atento,22/07/2018
si,3,septiembre,9,25,18,28800,Excelente,amable servicial,22/07/2018
si,3,enero,1,26,20,32000,Regular,despistado,22/07/2018
si,3,febrero,2,26,9,14400,Excelente,servicial,22/07/2018
si,3,marzo,3,26,15,24000,Excelente,atento,22/07/2018
si,3,abril,4,26,13,20800,Excelente,amable servicial,22/07/2018
si,3,mayo,5,26,14,22400,Excelente,servicial,22/07/2018
